275,0,0.0
377,1,0.0
326,2,0.0
430,3,0.0
481,4,0.0
226,5,0.0
328,6,0.0
380,1,0.0
482,8,0.0
329,9,0.0
73,6,0.0
74,2,0.0
279,9,0.0
382,13,0.0
126,14,0.0
433,0,0.0
177,16,0.0
382,6,0.0
434,4,0.0
332,1,0.0
434,20,0.0
485,21,0.0
282,16,0.0
384,16,0.0
179,24,0.0
26,20,0.0
384,2,0.0
282,0,0.0
26,14,0.0
334,8,0.0
130,6,0.0
79,20,0.0
233,32,0.0
337,13,0.0
388,5,0.0
286,1,0.0
30,24,0.0
235,20,0.0
288,21,0.0
135,13,0.0
33,16,0.0
496,21,0.0
35,6,0.0
137,4,0.0
445,8,0.0
88,3,0.0
396,3,0.0
38,24,0.0
141,8,0.0
243,49,0.0
38,50,0.0
346,5,0.0
39,4,0.0
193,49,0.0
399,0,0.0
399,55,0.0
143,24,0.0
92,21,0.0
41,24,0.0
400,3,0.0
93,24,0.0
96,24,0.0
198,20,0.0
97,50,0.0
47,5,0.0
456,9,0.0
48,14,0.0
99,14,0.0
254,20,0.0
357,13,0.0
255,1,0.0
102,1,0.0
409,5,0.0
512,9,0.0
53,49,0.0
411,24,0.0
104,20,0.0
53,32,0.0
361,49,0.0
208,14,0.0
157,16,0.0
260,3,0.0
312,24,0.0
414,50,0.0
517,21,0.0
56,1,0.0
58,13,0.0
212,87,0.0
161,1,0.0
263,13,0.0
366,0,0.0
417,1,0.0
264,14,0.0
366,49,0.0
20,94,0.0
368,87,0.0
215,9,0.0
472,8,0.0
472,21,0.0
217,9,0.0
473,16,0.0
370,0,0.0
115,3,0.0
166,5,0.0
115,6,0.0
167,55,0.0
320,4,0.0
269,13,0.0
423,108,0.0
270,24,0.0
66,9,0.0
374,8,0.0
425,5,0.0
67,32,0.0
323,0,0.0
476,14,0.0
477,13,0.0
375,9,0.0
427,32,0.0
479,16,0.0
274,16,0.0
223,14,0.1
326,108,0.1
224,87,0.1
480,87,0.1
71,16,0.1
480,4,0.1
276,4,0.1
174,5,0.1
21,108,0.1
21,3,0.1
123,50,0.1
226,6,0.1
124,21,0.1
432,0,0.1
23,9,0.1
381,2,0.1
484,9,0.1
229,55,0.1
433,4,0.1
24,4,0.1
127,108,0.1
486,108,0.1
128,1,0.1
334,1,0.1
436,32,0.1
232,87,0.1
284,13,0.1
489,13,0.1
80,1,0.1
182,20,0.1
490,49,0.1
183,4,0.1
387,9,0.1
235,87,0.1
31,1,0.1
134,13,0.1
339,87,0.1
492,1,0.1
339,6,0.1
32,49,0.1
83,24,0.1
288,13,0.1
339,49,0.1
83,1,0.1
390,14,0.1
340,108,0.1
443,55,0.1
392,3,0.1
137,24,0.1
240,20,0.1
291,1,0.1
138,24,0.1
343,14,0.1
190,20,0.1
446,13,0.1
241,32,0.1
88,87,0.1
37,6,0.1
242,2,0.1
293,49,0.1
294,8,0.1
398,2,0.1
347,6,0.1
245,49,0.1
246,16,0.1
195,87,0.1
246,108,0.1
400,5,0.1
93,9,0.1
196,49,0.1
401,108,0.1
43,9,0.1
299,55,0.1
352,16,0.1
353,13,0.1
97,14,0.1
200,3,0.1
97,24,0.1
200,24,0.1
457,20,0.1
508,50,0.1
99,55,0.1
457,6,0.1
510,8,0.1
357,3,0.1
152,55,0.1
408,50,0.1
511,4,0.1
204,0,0.1
460,13,0.1
511,16,0.1
153,1,0.1
256,32,0.1
410,49,0.1
307,50,0.1
461,9,0.1
154,24,0.1
256,49,0.1
103,8,0.1
155,24,0.1
513,24,0.1
207,9,0.1
515,14,0.1
157,87,0.1
413,24,0.1
259,5,0.1
515,108,0.1
158,8,0.1
311,16,0.1
107,6,0.1
261,9,0.1
210,8,0.1
314,6,0.1
59,24,0.1
110,13,0.1
212,20,0.1
315,21,0.1
214,4,0.1
367,55,0.1
214,108,0.1
20,241,0.1
163,21,0.1
214,20,0.1
265,14,0.1
112,4,0.1
